ticker,time,open,high,low,close,Volume
DTK,12/02/2024,48,48.9,45,45.7,179500
DTK,19/02/2024,45.5,49,45,47,85600
DTK,26/02/2024,47,48.95,46,48.75,13400
DTK,04/03/2024,48.8,48.8,46.3,47.8,33900
DTK,11/03/2024,47.75,49.3,46.5,49.3,301200
DTK,18/03/2024,49.3,51.75,49.25,51.75,247900
DTK,25/03/2024,51,56,50,54,276100
DTK,02/04/2024,53.5,54.75,53,53.75,130200
DTK,08/04/2024,53,54,50,50,179800
DTK,15/04/2024,52,52,49.7,49.85,385900
DTK,22/04/2024,51,51,49.5,50,179000
DTK,29/04/2024,50,50,49.8,50,208300
DTK,06/05/2024,50,50,49.8,50,311500
DTK,13/05/2024,49.95,50,49.9,50,675100
DTK,20/05/2024,50,51,49.9,50,1051200
DTK,27/05/2024,46.45,47,45,46.55,211500
DTK,03/06/2024,46.55,48,46,47.25,441900
DTK,10/06/2024,47.25,48,45.05,46.05,417400
DTK,17/06/2024,46.4,46.9,46,46,242800
DTK,24/06/2024,46.45,46.5,46,46.5,166900
DTK,01/07/2024,46.5,46.5,46,46.4,345800
DTK,08/07/2024,46.5,46.5,46,46.4,87100
DTK,15/07/2024,46.45,46.5,46,46.5,154200
DTK,22/07/2024,46.5,46.5,46,46.45,141900
DTK,29/07/2024,46.5,46.5,45.5,45.8,50400
DTK,05/08/2024,45.95,45.95,43.1,45,134400
DTK,12/08/2024,45,46,44.05,46,225800
DTK,19/08/2024,46,46,45,45.5,113800
DTK,26/08/2024,45.45,46,45,45.5,181600
DTK,02/09/2024,45.25,46,44.5,45.5,428700
DTK,09/09/2024,46,46,45,46,492400
DTK,16/09/2024,46,49.55,46,46.5,144700
DTK,23/09/2024,48,50,47.5,49.1,141000
DTK,30/09/2024,50.25,50.25,48.5,50,52000
DTK,07/10/2024,50,52,49.5,51.5,152300
DTK,14/10/2024,51.5,52,49.5,51.5,826400
DTK,22/10/2024,51.5,54,51.5,53.75,266700
DTK,28/10/2024,53.5,53.75,52,53,328400
DTK,04/11/2024,53.5,53.5,51.75,51.75,274000
DTK,11/11/2024,52.25,52.5,51.25,52.25,161400
DTK,18/11/2024,52,53.25,51.25,52.5,136600
DTK,25/11/2024,52.5,54.75,52.5,54,233500
DTK,02/12/2024,54.75,61,54,55,567200
DTK,09/12/2024,59,60,56,58,92800
DTK,16/12/2024,58,65,57,63,422800
DTK,23/12/2024,64.5,68.75,63.25,68,56000
DTK,30/12/2024,69,75,65,67.25,547900
DTK,06/01/2025,68,70.5,67,69.5,526700
DTK,13/01/2025,69.5,70,61.5,68,251700
DTK,20/01/2025,68,70.5,68,69.75,332500
DTK,27/01/2025,70,70.5,69,69.5,584800
DTK,03/02/2025,71,71,66.25,70,283000
DTK,10/02/2025,70.5,75.5,70,74,220600
DTK,17/02/2025,75,85,74,79,129400
DTK,24/02/2025,78,80,75,79,430900
DTK,03/03/2025,78,83.5,76,82,556600
DTK,10/03/2025,82,82,78,78,349200
DTK,17/03/2025,79,82,79,79.75,380400
DTK,24/03/2025,80.5,80.75,70.25,77,239200
DTK,01/04/2025,75,78.5,72,74,234600
DTK,07/04/2025,74,75,67,71,604900
DTK,14/04/2025,70,79,70,72,85400
DTK,22/04/2025,79.5,80,72.5,76.5,29600
DTK,28/04/2025,74.75,77,70,74,34400
DTK,05/05/2025,72.5,72.5,68.5,71.5,198500
DTK,12/05/2025,71.5,76.5,70.5,76.5,139700
DTK,19/05/2025,79,79,74,76.5,184200
DTK,26/05/2025,72.75,74.5,66,72,807300
DTK,03/06/2025,73,75,70,72.25,335400
DTK,09/06/2025,74,75,71.25,73,533300
DTK,16/06/2025,74.75,75,70,74,295100
DTK,23/06/2025,74,76,73.25,75.25,227800
DTK,30/06/2025,75,81,75,77.25,547200
DTK,07/07/2025,80,80,77,79,134800
DTK,14/07/2025,79.5,80,78,78,208000
DTK,21/07/2025,78,80,75,80,158400
DTK,28/07/2025,80,85,75,76,109800
DTK,04/08/2025,77,80,76,79.5,141742
DTK,11/08/2025,79.5,85,78.5,84,212873
DTK,18/08/2025,82,90,81.5,87.5,395244
DTK,25/08/2025,88.75,91.5,87,89,336744
DTK,01/09/2025,90,109.25,89,105,2576233
DTK,08/09/2025,105,108.5,102.5,104,764154
DTK,15/09/2025,105,107,102.5,104.75,351719
DTK,22/09/2025,105,105,103,104.5,1322207
DTK,29/09/2025,104.5,105,103,104,234665
DTK,06/10/2025,105,105,103,104,217757
DTK,13/10/2025,105,105,95.5,104,202662
DTK,21/10/2025,104,105,100,104,125284
DTK,27/10/2025,105,106,103.25,105,780726
DTK,03/11/2025,105.5,118,105.5,115.25,167404
DTK,10/11/2025,115.25,118,110.5,116,133912
DTK,17/11/2025,115,118,114.25,116,532689
DTK,24/11/2025,116,116,109.25,112.75,448999
DTK,01/12/2025,113,115,105,111.75,251366
DTK,08/12/2025,110,115,105.25,115,221124
DTK,15/12/2025,112.5,115,111,115,157671
DTK,22/12/2025,114,115,113.75,114,40468
DTK,29/12/2025,114,115,112.5,115,49439
DTK,05/01/2026,115,119,113.75,117,90780
DTK,12/01/2026,117,119,116.5,118,548148
DTK,19/01/2026,118.5,119,116.5,118,163200
DTK,26/01/2026,118,130,117,129.5,982673
DTK,02/02/2026,129.5,140,129,135,779711
DTK,09/02/2026,136,165,134,163,977482
DTK,16/02/2026,163,170,148,153.75,532112
DTK,23/02/2026,153,159,152,158.75,366494
DTK,02/03/2026,158.75,158.75,154,156,325648
DTK,09/03/2026,156,157.75,154.25,157,949872
